name,age,occupation,location,country,lat,lng,dod,source
Savelyeva Tatiana Alexandrovna,30,Other Medical,Amur Oblast,Russia,54.60350649999999,127.4801721,NA,russia
Savichev Mikhail Mikhailovich,61,Doctor,Vladimir Oblast,Russia,56.1553465,40.5926685,NA,russia
Savchenko Yuri Pavlovich,70,Doctor,Krasnodar,Russia,45.036035,38.97457060000001,NA,russia
Sazonova Tatyana Petrovna,59,Nurse,Kursk,Russia,51.7482395,36.1947023,NA,russia
Salavatova Izumrud Magomed-Rashadovna,66,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Salikov Anatoly Petrovich,71,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Saltitskaya Lyudmila Leonidovna,55,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Samartseva Larisa Evgenievna,59,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Samatov Nail Railevich,28,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Samodeenko Alexander Borisovich,66,Other,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Sandzhieva Valentina Breydovna,63,Doctor,Republic of Kalmykia,Russia,46.18671759999999,45,NA,russia
Saparkina Irina Georgievna,48,Doctor,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Safaeva Irina Anatolevna,55,Nurse,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Safarova Marina Galievna,44,Other Medical,Tyumen,Russia,57.1553394,65.5618637,NA,russia
Safonova Tatyana Egorovna,67,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Safronov Andrey Alexandrovich,NA,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Svirina Svetlana Anatolyevna,57,Doctor,Ulyanovsk,Russia,54.3186575,48.397776,NA,russia
Seidov Hasan Rzayevich,60,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Seleznev Yuri Petrovich,63,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Selivanova Nelly,71,Other Medical,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Selivanets Ludmila Nikolaevna,NA,Doctor,Bashkortostan,Russia,56.24397370000001,56.25425929999999,NA,russia
Semyonov Valery Konstantinovich,71,Doctor,Tver,Russia,56.85872140000001,35.9175965,NA,russia
Semenova Lyudmila Petrovna,63,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Semenova Olga Ivanovna,56,Other Medical,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Semigin Igor Alekseevich,65,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Sergeeva Irina Nikolaevna,52,Doctor,Omsk,Russia,54.9913545,73.3645204,NA,russia
Sergeeva Julia Borisovna,57,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Sergeecheva Elena Vladimirovna,63,Other Medical,Tula,Russia,54.204836,37.6184915,NA,russia
Sergienko Vyacheslav Borisovich,54,Doctor,Rostov Oblast,Russia,47.6853247,41.8258952,NA,russia
Serebryakov Yuri Andreevich,54,Doctor,Kursk,Russia,51.7482395,36.1947023,NA,russia
Seredinskaya Tatiana Valerievna,46,Doctor,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Seryogina Ekaterina Valentinovna,38,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Seroukhova Julia Ivanovna,50,Other Medical,Smolensk,Russia,54.7903112,32.0503663,NA,russia
Sibirskaya Anna Vladimirovna,58,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Sigaeva Olga Nikolaevna,49,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Sidach Olga Pavlovna,68,Nurse,Volgograd,Russia,48.708048,44.5133035,NA,russia
Sidorova Galina,68,Nurse,Chelyabinsk,Russia,55.1644419,61.4368432,NA,russia
Silenginsky Igor Grigorievich,59,Doctor,Sakhalin Oblast,Russia,50.6909848,142.9505689,NA,russia
Simakov Igor Nikolaevich,68,Doctor,2),United States,37.09024,-95.712891,NA,russia
Simakova Olga Grigorievna,NA,Doctor,Republic of Khakassia,Russia,53.0452281,90.3982145,NA,russia
Simma Anatoly Isaakovich,70,Doctor,Tula,Russia,54.204836,37.6184915,NA,russia
Simonova Maria,30,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Simonova Tamara Mikhailovna,63,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Simonyan Elena Vladimirovna,44,Other Medical,Chelyabinsk,Russia,55.1644419,61.4368432,NA,russia
Sinelnikova Olga Yuryevna,49,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Sintsova Galina Viktorovna,53,Other Medical,Kamchatka Krai,Russia,61.43439809999999,166.7884131,NA,russia
Sinkevich Valery Dmitrievich,55,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Sirazhutdinova Nargiz Osmanovna,35,Other,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Sitnikov Igor Viktorovich,47,Doctor,Kursk,Russia,51.7482395,36.1947023,NA,russia
Skitev Sergey Nikolaevich,45,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Skobunov Vladimir Valentinovich,62,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Skripacheva Maria Vyacheslavovna,47,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Sleptsov Vitaly Petrovich,74,Doctor,Voronezh Oblast,Russia,50.8589713,39.8644374,NA,russia
Sluchevskaya Lyubov Ivanovna,63,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Smirnova Galina Vasilievna,54,Other Medical,Volgograd Oblast,Russia,49.7604522,45,NA,russia
Smirnova Elena Adolfovna,59,Doctor,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Currant Zinaida Mikhailovna,67,Other,Kaliningrad,Russia,54.7104264,20.4522144,NA,russia
Smorodinov Dmitry Vasilievich,51,Doctor,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Smorodnikova Aleftina Petrovna,78,Doctor,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Snakin Vladimir Yuryevich,65,Other,Yaroslavl Oblast,Russia,57.8991523,38.8388633,NA,russia
Snurnitsina Tatyana Pavlovna,60,Nurse,Rostov Oblast,Russia,47.6853247,41.8258952,NA,russia
Owl Andrei Mikhailovich,54,Doctor,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Sokolenko Irina Viktorovna,61,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Olga Vladimirovna Sokolova,66,Doctor,Penza,Russia,53.2272903,45,NA,russia
Solntsev Sergey Leonidovich,60,Doctor,Crimea,Russia,45.3453029,34.4997274,NA,russia
Solovyov Boris Nikolaevich,57,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Soloviev Petr Ivanovich,64,Other Medical,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Solsaev Soip Nakaevich,59,Other,Chechnya,Russia,43.4023301,45.7187468,NA,russia
Sorokin Grigory Valentinovich,47,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Sosnovaya Svetlana Borisovna,52,Doctor,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Stepanov Andrey Nikolaevich,59,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Stepanova Olga Borisovna,60,Doctor,Omsk,Russia,54.9913545,73.3645204,NA,russia
Stolbikova Valentina Aleksandrovna,68,Other Medical,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Stroilova Alexandra Alexandrovna,48,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Subbotin Alexander Fillipovich,67,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Subbotina Tatiana Ivanovna,64,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Suglobova Elena Alekseevna,56,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Suslin Dmitry Alexandrovich,58,Doctor,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Sukhov Gennady Vasilievich,67,Doctor,Murmansk,Russia,68.97331129999999,33.0855849,NA,russia
Syatchihin Alexey Viktorovich,53,Doctor,Perm,Russia,58.00916830000001,56.22696740000001,NA,russia
Tavitova Fatima Vasilievna,50,Other Medical,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Tavkesheva Zhanna Batyrbekovna,NA,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Tagambekova Aizhan,47,Other Medical,Yamalo-Nenets Autonomous Okrug,Russia,66.0653057,76.9345193,NA,russia
Taerov Sergey Alexandrovich,57,Other Medical,Chuvashia Republic,Russia,55.55959920000001,46.9283535,NA,russia
Talashko Margarita Ivanovna,53,Doctor,Voronezh,Russia,51.6683487,39.19192880000001,NA,russia
Taramova Tamara Sultanovna,53,Nurse,Chechnya,Russia,43.4023301,45.7187468,NA,russia
Tatarinskaya Irina Vladimirovna,56,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Tverdohlib Nadezhda,NA,Doctor,NA,Russia,61.52401,105.318756,NA,russia
Tedeeva Tamari Nikolaevna,61,Nurse,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Tedtoev Taimuraz Aslambekovich,NA,Other,Moscow,Russia,55.755826,37.6172999,NA,russia
Teziev Vladimir Batyrbekovich,68,Other Medical,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Tezieva Zarema Ramazanovna,49,Other Medical,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Temirkhanova Rupee,60,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Terekhin Valery Ivanovich,58,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Tereshchenko Yuri Vladimirovich,57,Other,Moscow,Russia,55.755826,37.6172999,NA,russia
Ternovaya Tatyana Nikolaevna,51,Other Medical,Krasnodar,Russia,45.036035,38.97457060000001,NA,russia
Ternov Tatyana Mitrofanovna,61,Nurse,Voronezh,Russia,51.6683487,39.19192880000001,NA,russia
Tibilov Anatoly Ilyich,67,Doctor,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Timofeev Evgeny Viktorovich,64,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Timofeev Ilya Vladimirovich,40,Other Medical,Lipetsk,Russia,52.6121996,39.5981225,NA,russia
Timoshin Grigory Vladimirovich,58,Other Medical,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Tinyakova Galina Ivanovna,48,Nurse,Ryazan Oblast,Russia,54.3875964,41.2595661,NA,russia
Tirskaya Julia Vladimirovna,53,Other Medical,Krasnoyarsk,Russia,56.01528339999999,92.8932476,NA,russia
Titarenko Margarita Borisovna,69,Doctor,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Titenko Oksana Alekseevna,47,Nurse,Vladimir,Russia,56.1428026,40.3895795,NA,russia
Tikholov Nedelcho Ivanov,61,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Tikhonova Olga Borisovna,59,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Tkachenko Olga Viktorovna,44,Nurse,Rostov Oblast,Russia,47.6853247,41.8258952,NA,russia
Tokareva Galina Vladimirovna,57,Other Medical,Kursk,Russia,51.7482395,36.1947023,NA,russia
Tolkacheva Nina Pavlovna,74,Other Medical,Bryansk,Russia,53.2635306,34.41611,NA,russia
Tolmachev Mikhail Vladimirovich,52,Doctor,Vladimir Oblast,Russia,56.1553465,40.5926685,NA,russia
Tolchenitsyna Alfiya Gabdulfatovna,72,Doctor,Kaluga,Russia,54.5135904,36.2636786,NA,russia
Tohchukov Ruslan Magometovich,56,Doctor,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Tohchukov Khasambiy Magometovich,67,Doctor,Karachay-Cherkessia,Russia,43.8845143,41.7303939,NA,russia
Travinichev Vasily Yuryevich,56,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Travkin Andrey Evgenievich,55,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Troitsky Andrey Andreevich,74,Doctor,Tver Oblast,Russia,57.0021654,33.9853142,NA,russia
Trubnikova Galina Anatolevna,53,Doctor,Saratov,Russia,51.5461754,46.0154123,NA,russia
Tuaeva Fatima Nesterovna,54,Nurse,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Tugov Vladimir Serafimovich,69,Other Medical,Tver,Russia,56.85872140000001,35.9175965,NA,russia
Tuzovsky Konstantin Valentinovich,60,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Tulnikova Irina Nikolaevna,59,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Turakulov Kayum Khudzhaevich,56,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Turdyev Davron Suleymanovich,42,Doctor,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Turkina Karina Anatolevna,50,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Turhanova Larisa Vladimirovna,54,Doctor,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Tyrnov Oleg Ivanovich,51,Other,Moscow,Russia,55.755826,37.6172999,NA,russia
Tyshko Maria Sergeevna,30,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Ubersky Vladimir Anatolievich,NA,Other Medical,Tver Oblast,Russia,57.0021654,33.9853142,NA,russia
Ugreninova Svetlana Anfilogievna,63,Nurse,Primorsky Krai,Russia,45.0525641,135,NA,russia
Uzunyan Maria Viktorovna,56,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Won Lilia Suonovna,64,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Urinov Alexander Vitalievich,42,Doctor,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Urusmambetov Gumar Nurgalievich,NA,Doctor,Kabardino-Balkarian Republic,Russia,43.3932469,43.5628498,NA,russia
Usatkina Tatiana Vladimirovna,70,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Usmanova Raushaniya Karimovna,57,Doctor,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Uchakina Lidia Stepanovna,81,Retired,Moscow,Russia,55.755826,37.6172999,NA,russia
Ushakova Anna Stefanovna,57,Doctor,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Fatin Igor Viktorovich,50,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Fedorov Alexey Vladimirovich,54,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Fedorova Marina Anatolyevna,59,Other Medical,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Fedorova Elvira Pavlovna,49,Other Medical,Tyumen,Russia,57.1553394,65.5618637,NA,russia
Fedoruk Grigory Vladimirovich,45,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Filippova Valentina Vasilievna,70,Other Medical,Yaroslavl Oblast,Russia,57.8991523,38.8388633,NA,russia
Filipskikh Olga Vasilievna,58,Doctor,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Firsova Lyubov Mikhailovna,59,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Fisenko Lyubov Olegovna,68,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Fobyanchuk Alexander Alexandrovich,54,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Folomeeva Elena Vasilievna,54,Other,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Freidlina Tatyana Anatolevna,37,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Khabibullina Irina Anatolievna,58,Other,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Khaven Boris Nikolaevich,71,Doctor,Zabaykalsky Krai,Russia,53.0928771,116.9676561,NA,russia
Khavpachev Suleiman Auesovich,68,Doctor,Kabardino-Balkarian Republic,Russia,43.3932469,43.5628498,NA,russia
Khalikov Azam Dzhaulanovich,48,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Halzov Andrey Vasilievich,55,Doctor,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Khametov Fyarit Hansvyarovich,54,Other,Penza,Russia,53.2272903,45,NA,russia
Kharonov Viktor Utsayevich,68,Doctor,Chechnya,Russia,43.4023301,45.7187468,NA,russia
Kharchenko Vladimir Petrovich,85,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Kharchuk Aleksey Viktorovich,43,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Khasinova Rasiyat Raipovna,54,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Hathohu Maya Gissovna,47,Doctor,Adygea Republic,Russia,44.8229155,40.1754463,NA,russia
Hahuk Susana Yurievna,58,Nurse,Adygea Republic,Russia,44.8229155,40.1754463,NA,russia
Heyrallah Jamal Muhammad,63,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Herikova Nina Vladimirovna,62,Doctor,Omsk,Russia,54.9913545,73.3645204,NA,russia
Khechumova Natalya Nikolaevna,50,Nurse,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Khizhnyak Fedor Vasilyevich,60,Other,Kamchatka Krai,Russia,61.43439809999999,166.7884131,NA,russia
Khizrieva Marzhanat Zainutdinovna,NA,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Khisamieva Glsinya Gumarovna,57,Other Medical,Samara,Russia,53.203772,50.1606382,NA,russia
Hisamova Ilgina Rifkatovna,51,Other Medical,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Khitrov Vladimir Mikhailovich,67,Other,Kostroma,Russia,57.7677078,40.9262609,NA,russia
Khlistunov Victor Nikolaevich,53,Doctor,Amur Oblast,Russia,54.60350649999999,127.4801721,NA,russia
Khodorenko Sergey Anatolyevich,58,Doctor,Altai Krai,Russia,51.7936298,82.6758596,NA,russia
Kholkhoev Sergey Zhadambaevich,51,Doctor,Sakha Republic,Russia,66.7613451,124.123753,NA,russia
Vitaly Khomyanchuk,66,Doctor,Murmansk,Russia,68.97331129999999,33.0855849,NA,russia
Khorunzhin Yuri Nikolaevich,64,Other Medical,Astrakhan,Russia,46.3586008,48.05694829999999,NA,russia
Khotenkova Svetlana Viktorovna,52,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Khrapunova Svetlana Alexandrovna,58,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Khrustaleva Nadezhda Aleksandrovna,67,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Tsapulina Olga Nikolaevna,42,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Tsarinskaya Irina Borisovna,67,Other,Orenburg,Russia,51.768156,55.0969797,NA,russia
Tsarukova-Razgaylene Valentina Pavlovna,69,Other Medical,Kamchatka Krai,Russia,56.1327377,159.5314398,NA,russia
Tsybikova Lyudmila Borisovna,65,Doctor,Buryatia,Russia,54.83311459999999,112.406053,NA,russia
Tsybulya Nadezhda Pavlovna,65,Other,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Tsimlyakov Alexey Igorevich,55,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Chaikin Nikolay Alekseevich,71,Doctor,Krasnoyarsk,Russia,56.01528339999999,92.8932476,NA,russia
Chvanova Nadezhda Viktorovna,56,Nurse,Vladimir Oblast,Russia,56.1553465,40.5926685,NA,russia
Chekireva Zhanna Mikhailovna,54,Other,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Chemodanova Svetlana Semenovna,66,Other,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Chepel Irina Robertovna,58,Nurse,Tula,Russia,54.204836,37.6184915,NA,russia
Cherdzhiev Oleg Igorevich,52,Other Medical,Krasnodar,Russia,45.036035,38.97457060000001,NA,russia
Cherenkov Anatoly Anatolievich,57,Doctor,Udmurt Republic,Russia,57.0670218,53.0277948,NA,russia
Cherepanova Aigul Ingilovna,47,Nurse,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Cherkasov Alexander Ivanovich,71,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Chernikov Oleg Kuzmich,47,Doctor,Adygea Republic,Russia,44.8229155,40.1754463,NA,russia
Chernyshov Alexander Ivanovich,63,Doctor,Tambov,Russia,52.7371109,41.4396142,NA,russia
Chernyshova Olga Evgenievna,63,Doctor,Perm,Russia,58.00916830000001,56.22696740000001,NA,russia
Dmitry Chekhovich,48,Doctor,Volgograd,Russia,48.708048,44.5133035,NA,russia
Evgeny Chekhonadskikh,36,Doctor,Omsk,Russia,54.9913545,73.3645204,NA,russia
Zhao Oleg Vitalievich,44,Doctor,Komi Republic,Russia,63.8630539,54.831269,NA,russia
Chivkunova Galina Mikhailovna,57,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Chigogidze Nikolay Avtandilovich,72,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Chirochkina (Ishutina) Lidia Stepanovna,82,Doctor,Penza,Russia,53.2272903,45,NA,russia
Chugunova Irina Ivanovna,58,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Chukalin Alexey Yurievich,45,Doctor,Saratov,Russia,51.5461754,46.0154123,NA,russia
Chulanova Anastasia Filippovna,75,Doctor,Magadan,Russia,59.55943970000001,150.8127537,NA,russia
Shadrukhin Boris Vasilievich,58,Other,Yaroslavl Oblast,Russia,57.8991523,38.8388633,NA,russia
Shainskaya Natalya Vasilievna,70,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Shalimova Nina Sergeevna,61,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Shamardin Alexander Alexandrovich,73,Retired,Ivanovo,Russia,57.0050671,40.9766453,NA,russia
Shamilev Dmitry Mikhailovich,72,Doctor,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Shapieva Ainugayat Yusupovna,59,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Sharovatova Galina Evgenievna,67,Other,Samara,Russia,53.203772,50.1606382,NA,russia
Sharonov Alexander Vladimirovich,45,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Shakhmanov Magomed Sultanovich,73,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Shakhmanova Valentina Nikolaevna,69,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Shakhnavazova Bika Suleymanovna,59,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Shevelev Evgeny Leonidovich,NA,Other Medical,NA,Russia,61.52401,105.318756,NA,russia
Shevtsov Vladimir Ivanovich,NA,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Shevchenko Victor Nikolaevich,70,Doctor,Chelyabinsk,Russia,55.1644419,61.4368432,NA,russia
Shevchenko Konstantin Grigorievich,56,Other Medical,Tver,Russia,56.85872140000001,35.9175965,NA,russia
Shevchenko Pavel Anatolievich,55,Doctor,Tver Oblast,Russia,57.0021654,33.9853142,NA,russia
Shevchuk Natalya Petrovna,41,Other Medical,Penza,Russia,53.2272903,45,NA,russia
Sheiko Alexey Vasilievich,67,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Dmitry Igorevich Shelenkov,35,Doctor,Kaluga,Russia,54.5135904,36.2636786,NA,russia
Sheptulin Valentin Filippovich,81,Retired,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Sheralapov Yuri Nikolaevich,55,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Shikankov Valery Alekseevich,62,Doctor,Tomsk,Russia,56.4884295,84.9480469,NA,russia
Shilkina Natalya Georgievna,NA,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
